"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1207",1207,20,3,70.5735,8900,2,1.372,4,4,1,5,1,20,3,3,1,3,4,4,1966,1966,2,2,7,7,3,0,4,5,2,4,4,4,5,1056,6,0,0,1056,2,5,2,5,1056,0,0,1056,1,0,1,0,2,1,4,5,7,0,4.20666666666667,6,1966,3,1,384,5,5,3,0,42,0,0,0,0,2.198,3,2.933,0,11,2006,9,5,107000
"1208",1208,20,4,70,9135,2,1.879,4,4,1,5,1,6,3,3,1,3,6,5,2003,2003,2,2,13,14,2,120,3,5,3,3,4,1,3,340,6,0,1342,1682,2,1,2,5,1700,0,0,1700,1,0,2,0,3,1,3,7,7,0,3.352,2,2003,2,2,544,5,5,3,192,23,0,0,0,0,2.409,1.893,2.885,0,5,2006,9,5,2e+05
"1209",1209,20,4,70,7763,2,1.192,4,4,1,5,1,13,3,3,1,3,5,7,1962,1980,2,2,9,9,3,0,4,3,2,4,4,4,5,504,2,108,319,931,2,5,2,5,1283,0,0,1283,1,0,1,0,3,1,4,6,7,0,3.57533333333333,6,1980,3,2,506,5,5,3,0,0,0,0,0,0,2.257,2.824,2.852,0,10,2008,9,5,140000
"1210",1210,20,4,85,10182,2,1.855,1,4,1,2,1,21,9,3,1,3,8,5,2006,2006,4,2,13,14,4,420,3,5,3,1,4,3,3,1220,6,0,440,1660,2,1,2,5,1660,0,0,1660,1,0,2,0,3,1,3,8,7,1,3,2,2006,2,2,500,5,5,3,322,50,0,0,0,0,2.242,1.988,2.922,0,5,2006,7,6,290000
"1211",1211,60,4,70,11218,2,1.797,4,4,1,5,1,20,3,3,1,6,6,5,1992,1992,2,2,14,15,3,0,3,5,3,3,4,4,6,0,6,0,1055,1055,2,1,2,5,1055,790,0,1845,0,0,2,1,3,1,3,8,7,1,5,2,1992,2,2,462,5,5,3,635,104,0,0,0,0,2.297,1,3,400,5,2010,9,5,189000
"1212",1212,50,4,152,12134,2,1.68,1,1,1,5,2,9,3,3,1,1,8,7,1988,2005,2,2,14,15,3,0,3,5,6,3,4,1,3,427,6,0,132,559,2,3,2,5,1080,672,0,1752,0,0,2,0,4,1,4,8,7,0,4.13733333333333,3,1988,2,2,492,5,5,3,325,12,0,0,0,0,2.289,1.684,2.932,0,6,2010,9,5,164000
"1213",1213,30,4,50,9340,2,1.117,4,4,1,5,1,8,3,3,1,3,4,6,1941,1950,4,2,9,9,3,0,4,5,2,4,4,4,5,344,6,0,328,672,2,5,2,5,672,0,0,672,1,0,1,0,2,1,4,4,7,0,3.252,2,1941,3,1,234,5,5,1,0,113,0,0,0,0,2.45,2.699,2.646,0,8,2009,9,5,113000
"1214",1214,80,4,67.9272,10246,2,1.177,1,4,1,2,1,19,3,3,1,8,4,9,1965,2001,2,2,13,14,3,0,4,3,2,4,2,1,3,648,6,0,0,648,2,1,2,5,960,0,0,960,1,1,0,0,0,1,4,3,7,0,3.31361111111111,2,1965,3,1,364,5,5,3,88,0,0,0,0,0,2.284,2.704,2.656,0,5,2006,9,5,145000
"1215",1215,85,4,69,10205,2,1.111,1,4,1,5,1,13,3,3,1,7,5,5,1962,1962,2,2,9,9,3,0,4,5,2,4,4,1,2,784,6,0,141,925,2,5,2,5,999,0,0,999,1,0,1,0,3,1,4,6,7,0,4.2835,2,1962,3,1,300,5,5,3,150,72,0,0,0,0,2.334,2.997,2.915,0,5,2006,9,5,134500
"1216",1216,20,4,99,7094,2,1.262,1,4,1,5,1,19,3,3,1,3,5,5,1966,1966,2,2,13,14,3,0,4,5,2,4,4,4,5,180,4,374,340,894,2,5,2,5,894,0,0,894,0,0,1,0,3,1,4,5,7,0,4.03433333333333,6,1966,2,1,384,5,5,3,0,0,0,0,0,0,2.191,3,2.976,0,5,2007,9,5,125000
"1217",1217,90,5,68,8930,2,1.239,4,4,1,5,1,19,6,3,3,1,6,5,1978,1978,2,2,13,14,3,0,4,5,4,3.371,3.752,3.49333333333333,4.936,0,5.532,0,0,0,2,5,2,5,1318,584,0,1902,0,0,2,0,4,2,4,8,7,0,4.252,2,1978,3,2,539,5,5,3,0,0,0,0,0,0,2.229,2.453,2.866,0,4,2010,9,5,112000
"1218",1218,20,2,72,8640,2,1.955,4,4,1,5,1,21,3,3,1,3,8,5,2009,2009,2,2,6,6,4,72,3,5,3,3,4,3,3,936,6,0,364,1300,2,1,2,5,1314,0,0,1314,1,0,2,0,3,1,3,6,7,0,3.042,2,2009,2,2,552,5,5,3,135,112,0,0,0,0,2.173,1.755,2.879,0,9,2009,7,6,229456
"1219",1219,50,5,52,6240,2,1.206,4,4,1,5,1,4,3,3,1,1,4,5,1947,1950,2,2,1,1,3,0,4,5,4,3.389,3.523,3.36241666666667,5.10233333333333,0,5.758,0,0,0,2,3,1,5,672,240,0,912,0,0,1,0,2,1,4,3,7,0,3.659625,5.319,1947.85691666667,2.908,0,0,4.016,4.19,1,0,0,0,0,0,0,2.331,2.6815,2.76,0,7,2006,9,5,80500
"1220",1220,160,5,21,1680,2,1.314,4,4,1,5,1,3,3,3,4,6,6,5,1971,1971,2,2,6,6,2,236,4,5,2,4,4,4,6,0,6,0,672,672,2,5,2,5,672,546,0,1218,0,0,1,1,3,1,4,7,7,0,3.86366666666667,4.941,1963.9591968254,2.862,0,0,3.949,4.283,1,201,0,0,0,0,0,2.462,2.35,2.768,0,4,2006,9,1,91500
"1221",1221,20,4,66,7800,2,1.141,1,4,1,5,1,13,3,3,1,3,5,5,1964,1964,2,2,14,15,3,0,4,5,2,4,4,4,5,312,4,600,0,912,2,5,2,5,912,0,0,912,0,0,1,0,2,1,4,5,7,0,4.057,2,1964,3,1,288,5,5,3,0,0,0,0,0,0,2.1,2.732,2.974,0,11,2006,9,1,115000
"1222",1222,20,4,55,8250,2,1.169,4,4,1,5,1,19,2,3,1,3,5,5,1968,1968,4,2,7,7,3,0,4,5,2,4,4,4,2,250,4,492,210,952,2,1,2,5,1211,0,0,1211,0,0,1,0,3,1,4,5,7,1,5,2,1968,3,1,322,5,5,3,0,63,0,0,0,0,2.179,2.734,2.965,0,8,2008,9,5,134000
"1223",1223,50,4,78,10496,2,1.56,4,4,1,5,1,13,1,3,1,1,6,6,1949,1950,2,2,14,15,2,320,4,5,2,4,4,3,5,196,6,0,844,1040,2,1,2,5,1168,678,0,1846,0,0,2,0,3,1,4,7,7,1,3,2,1949,3,1,315,5,5,3,0,0,0,0,0,0,2.433,2,2.807,0,1,2007,9,5,143000
"1224",1224,20,4,89,10680,2,1.282,4,4,1,5,1,13,3,3,1,3,5,3,1951,1951,4,2,14,15,2,44,4,5,2,4,1,4,4,756,6,0,1380,2136,2,5,1,1,2136,0,0,2136,0,0,2,0,4,1,4,7,5,0,4.325,6,1951,3,2,528,5,5,3,0,30,0,0,0,0,2.2,3,2.918,0,10,2006,9,5,137900
"1225",1225,60,4,60,15384,2,1.798,1,4,1,5,1,9,7,3,1,6,7,5,2004,2005,2,2,13,14,3,0,3,5,3,3,4,1,3,724,6,0,64,788,2,1,2,5,788,702,0,1490,1,0,2,1,3,1,3,8,7,1,3,2,2004,1,2,388,5,5,3,100,75,0,0,0,0,2.302,1.92783333333333,2.862,0,2,2008,9,5,184000
"1226",1226,80,4,65,10482,2,1.284,4,4,1,5,1,13,3,3,1,8,6,8,1958,1958,4,2,13,14,2,63,4,3,2,4,4,1,3,507,6,0,81,588,2,1,2,5,1138,0,0,1138,0,1,1,0,3,1,4,6,7,0,3.259,2,1958,2,1,264,5,5,3,224,0,0,0,0,0,2.432,4,2.578,0,6,2007,9,5,145000
"1227",1227,60,4,86,14598,2,1.873,1,4,1,2,1,21,2,3,1,6,6,5,2007,2007,2,2,13,14,4,74,3,5,3,3,4,3,6,0,6,0,894,894,2,1,2,5,894,1039,0,1933,0,0,2,1,4,1,3,9,7,1,3,4,2007,1,3,668,5,5,3,100,18,0,0,0,0,2.223,1.75683333333333,2.807,0,1,2008,9,5,214000
"1228",1228,20,4,72,8872,2,1.266,4,4,1,1,1,13,3,3,1,3,5,8,1965,2008,2,2,13,14,2,300,4,5,2,4,4,4,1,595,6,0,317,912,2,1,2,5,912,0,0,912,1,0,1,0,2,1,3,5,7,0,3.026,6,1992,3,2,576,5,5,3,0,240,0,0,0,0,2.271,2.745,2.759,0,12,2008,9,5,147000
"1229",1229,120,4,65,8769,2,1.871,4,4,1,1,1,16,3,3,5,3,9,5,2008,2008,4,2,9,9,2,766,1,5,3,1,4,4,3,1540,6,0,162,1702,2,1,2,5,1702,0,0,1702,1,0,1,1,1,1,1,7,7,1,3,2,2008,1,3,1052,5,5,3,0,72,0,0,224,0,2.043,1.922,2.85,0,10,2008,7,6,367294
"1230",1230,80,4,70,7910,2,1.494,4,4,1,5,1,13,3,3,1,8,5,5,1960,1960,4,2,4,7,3,0,4,5,2,4,4,4,1,666,6,0,409,1075,2,3,2,5,1507,0,0,1507,0,0,2,0,4,1,4,7,1,0,3.648,3,1960,3,1,404,5,5,3,0,0,0,0,0,0,2.411,2,2.871,0,8,2008,9,5,127000
"1231",1231,90,4,81.37,18890,2,1.706,1,4,1,5,1,19,2,6,3,1,5,5,1977,1977,6,2,10,11,3,1,4,5,2,3,4,4,3,498,5,211,652,1361,2,1,2,5,1361,1259,0,2620,0,0,2,2,4,2,4,12,7,1,5,4,1977,2,2,600,5,5,1,155,24,145,0,0,0,2.169,1.847,1,8300,8,2007,9,5,190000
"1232",1232,90,4,70,7728,2,1.415,4,4,1,5,1,13,3,3,3,8,5,6,1962,1962,4,2,14,15,2,120,4,5,2,4,4,1,1,803,6,0,303,1106,2,5,2,5,1190,0,0,1190,1,0,1,0,3,1,4,6,7,0,3.683,2,1962,3,2,540,5,5,3,0,18,0,0,0,0,2.349,2,2.888,0,5,2006,9,5,132500
"1233",1233,90,4,70,9842,2,1.169,4,4,1,3,1,13,3,3,3,3,4,5,1962,1962,2,2,7,7,3,0,4,5,4,3.548,3.777,3.39533333333333,4.87275,0,5.654,0,0,0,2,5,2,5,1224,0,0,1224,0,0,2,0,2,2,4,6,7,0,3.73383333333333,5,1962,3,2,462,5,5,3,0,0,0,0,0,0,2.263,2.665,2.841,0,3,2007,9,5,101800
"1234",1234,20,4,80.0746666666667,12160,2,1.335,1,4,1,5,1,13,3,3,1,3,5,5,1959,1959,4,2,10,11,2,180,4,5,2,4,4,4,5,1000,6,0,188,1188,2,2,2,5,1188,0,0,1188,1,0,1,0,3,1,4,6,7,0,3.177,2,1959,2,2,531,5,5,3,0,0,0,0,0,0,2.156,3,2.85,0,5,2010,1,1,142000
"1235",1235,70,3,55,8525,2,1.308,4,1,1,5,1,23,3,3,1,6,5,6,1911,1950,2,2,9,9,3,0,4,5,3,4,4,1,6,0,6,0,940,940,2,5,1,1,1024,940,0,1964,0,0,1,1,4,1,4,7,7,0,3.478,5.28733333333333,1936.30433333333,2.828,0,0,3.518,3.955,1,0,192,0,0,0,0,2.34,2.555,2.72,0,11,2008,9,1,130000
"1236",1236,70,4,96,13132,2,1.127,4,4,1,5,1,7,3,3,1,6,5,5,1914,1950,2,2,14,15,3,0,4,5,1,3,4,3,6,0,6,0,747,747,2,3,2,2,892,892,0,1784,0,0,1,1,4,1,4,9,7,0,3.225,6,1914,3,1,180,2,2,1,203,40,0,0,0,0,2.464,2.495,2.67,0,7,2006,9,5,138887
"1237",1237,160,4,36,2628,2,1.859,4,4,1,5,1,16,3,3,4,6,7,5,2003,2003,2,2,13,16,4,106,3,5,3,3,4,4,6,0,6,0,764,764,2,1,2,5,764,862,0,1626,0,0,2,1,2,1,3,6,7,0,3.426,4,2003,2,2,474,5,5,3,0,27,0,0,0,0,2.35,1.74083333333333,2.733,0,6,2010,9,5,175500
"1238",1238,60,4,41,12393,2,1.854,2,4,1,3,1,6,3,3,1,6,7,5,2004,2005,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,847,847,2,1,2,5,847,1101,0,1948,0,0,2,1,4,1,3,8,7,1,3,4,2004,1,2,434,5,5,3,100,48,0,0,0,0,2.335,1.67983333333333,2.862,0,9,2006,9,5,195000
"1239",1239,20,4,63,13072,2,1.813,4,4,1,5,1,20,6,3,1,3,6,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1141,1141,2,1,2,5,1141,0,0,1141,0,0,1,1,3,1,4,6,7,0,3.35495,6,2005,3,2,484,5,5,3,0,0,0,0,0,0,2.165,1.788,2.829,0,3,2006,9,1,142500
"1240",1240,20,4,64,9037,2,1.905,1,2,1,5,1,24,3,3,1,3,8,5,2006,2006,4,2,13,14,2,32,3,5,3,3,4,1,3,428,6,0,1048,1476,2,1,2,5,1484,0,0,1484,0,0,2,0,2,1,1,6,7,1,3,2,2006,2,2,472,5,5,3,120,33,0,0,0,0,2.271,1.879,2.835,0,12,2007,9,5,265900
"1241",1241,60,4,65,8158,2,1.869,4,4,1,5,1,6,3,3,1,6,7,5,2003,2003,2,2,13,14,2,252,3,5,3,3,4,4,3,550,6,0,334,884,2,1,2,5,884,884,0,1768,1,0,2,1,3,1,3,8,7,0,3.6324,2,2003,2,2,543,5,5,3,0,63,0,0,0,0,2.248,1.61083333333333,2.923,0,7,2008,9,5,224900
"1242",1242,20,4,83,9849,2,1.89,4,4,1,5,1,21,3,3,1,3,7,6,2007,2007,4,2,13,14,4,0,3,5,3,3,4,1,6,0,6,0,1689,1689,2,1,2,5,1689,0,0,1689,0,0,2,0,3,1,3,7,7,0,3.03933333333333,2,2007,2,3,954,5,5,3,0,56,0,0,0,0,2.26,1.877,2.866,0,6,2007,7,6,248328
"1243",1243,85,4,85,10625,2,1.376,4,4,1,5,1,17,3,3,1,7,7,6,1974,1974,2,2,10,11,2,81,4,5,2,3,4,2,3,885,4,168,0,1053,2,5,2,5,1173,0,0,1173,1,0,2,0,3,1,3,6,7,2,5,2,1974,2,2,528,5,5,3,0,120,0,0,0,0,2.231,3,2.964,0,1,2010,9,4,170000
"1244",1244,20,4,107,13891,2,1.827,4,4,1,5,1,16,3,3,1,3,10,5,2006,2006,2,2,13,14,2.91666666666667,343.902308333333,1,5,3,1,2,2,3,1386,6,0,690,2076,2,1,2,5,2076,0,0,2076,1,0,2,1,2,1,1,7,7,1,3,2,2006,1,3,850,5,5,3,216,229,0,0,0,0,2.258,1.988,2.883,0,9,2006,7,6,465000
"1245",1245,70,4,74.6925,11435,2,1.296,1,2,1,1,2,7,3,3,1,6,8,7,1929,1950,2,2,4,13,3,0,4,5,3,3,4,4,6,0,6,0,792,792,2,2,2,5,792,725,0,1517,0,0,1,0,3,1,3,7,7,2,3,6,1931,3,2,400,5,5,3,0,0,0,0,0,0,2.331,2.508,2.838,0,6,2006,9,5,230000
"1246",1246,80,4,78,12090,2,1.686,4,4,1,5,1,17,3,3,1,8,6,7,1984,2003,4,2,13,14,2,74,4,5,2,3,4,4,6,0,6,0,585,585,2,1,2,5,1140,728,0,1868,0,0,3,1,3,1,4,7,7,1,5,4,1984,1,2,477,5,5,3,268,112,0,0,147,0,2.29,1.746,2.964,0,1,2007,9,1,178000
"1247",1247,60,2,65,8125,2,1.962,4,4,1,5,1,21,3,3,1,6,7,5,2005,2006,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,756,756,2,1,2,5,756,797,0,1553,0,0,2,1,3,1,3,6,7,0,3.136,2,2005,2,2,615,5,5,3,0,45,0,0,0,0,2.271,1.89283333333333,2.856,0,3,2006,7,6,186500
"1248",1248,80,4,79.6210555555556,12328,2,1.274,1,4,1,5,1,12,3,3,1,8,6,5,1976,1976,2,2,7,7,2,335,4,5,2,4,4,1,3,539,6,0,473,1012,2,5,2,5,1034,0,0,1034,1,0,1,0,3,1,4,6,7,0,4.19983333333333,2,1976,3,3,888,5,5,3,0,0,0,0,0,0,2.445,2.653,2.868,0,5,2010,9,5,169900
"1249",1249,75,5,60,9600,2,1,4,4,1,5,1,18,3,3,1,5,6,5,1917,1950,2,2,1,1,3,0,4,5,1,3,4,4,5,319,6,0,416,735,5,2,1,5,1134,924,0,2058,0,0,1,1,3,1,4,8,7,1,3,6,1950,3,2,396,2,2,2,0,0,259,0,0,0,2.366,2.535,2.772,0,4,2008,9,5,129500
"1250",1250,20,4,60,7200,2,1.112,4,4,1,5,1,13,3,3,1,3,5,7,1950,1950,2,2,9,9,3,0,4,5,2,4,4,4,2,534,5,96,246,876,2,5,2,5,988,0,0,988,0,0,1,0,3,1,4,6,7,0,3.179,2,1950,3,1,276,5,5,3,0,80,0,0,0,0,2.282,3,2.761,0,5,2007,9,5,119000
"1251",1251,20,4,93,11160,2,1.481,4,4,1,1,1,13,3,3,1,3,7,5,1968,1968,4,2,4,4,3,0,3,5,2,4,4,4,1,1065,6,0,1045,2110,2,1,2,5,2110,0,0,2110,1,0,2,1,3,1,1,8,7,2,5,2,1968,1,2,522,5,5,3,0,0,0,0,0,0,2.196,2.446,2.948,0,4,2010,9,5,244000
"1252",1252,120,4,47.4886333333333,3136,2,1.873,1,4,1,1,1,16,3,3,5,3,7,5,2003,2003,2,2,13,16,4,163,3,5,3,3,4,4,6,0,6,0,1405,1405,2,1,2,5,1405,0,0,1405,0,0,2,0,2,1,3,6,7,1,3,2,2003,2,2,478,5,5,3,148,36,0,0,0,0,2.303,1.659,2.749,0,3,2006,9,5,171750
"1253",1253,20,4,62,9858,2,1.483,4,4,1,5,1,12,3,3,1,3,5,6,1968,1968,2,2,7,7,3,0,4,5,2,4,4,4,2,510,6,0,354,864,2,5,2,5,874,0,0,874,1,0,1,0,3,1,4,5,7,0,4.208,2,1968,2,1,288,5,5,3,33,0,0,0,0,0,2.425,2,3,600,11,2009,9,5,130000
"1254",1254,60,4,86.061,17542,2,1.508,1,4,1,5,1,25,3,3,1,6,7,7,1974,2003,2,2,14,15,3,0,3,5,2,4,4,2,4,125,1,1031,36,1192,2,5,2,5,1516,651,0,2167,1,0,2,1,3,1,3,9,7,2,3,2,1974,2,2,518,5,5,3,220,47,0,0,0,0,2.134,3,2.94,0,7,2007,9,5,294000
"1255",1255,60,4,60,6931,2,1.815,4,4,1,5,1,8,3,3,1,6,7,5,2003,2004,2,2,13,14,4,92,3,5,3,3,4,4,6,0,6,0,746,746,2,1,2,5,760,896,0,1656,0,0,2,1,3,1,3,7,7,1,3,4,2003,1,2,397,5,5,3,178,128,0,0,0,0,2.478,1.81983333333333,2.846,0,7,2008,9,5,165400
"1256",1256,50,5,52,6240,2,1.191,4,4,1,5,1,4,3,3,1,1,6,6,1931,1950,2,2,14,15,3,0,4,5,1,4,1,4,4,425,6,0,459,884,2,5,2,1,959,408,0,1367,0,0,1,0,3,1,4,6,7,1,3,6,1978,3,1,560,5,5,3,0,0,0,0,120,0,2.414,2.81,2.774,0,11,2007,9,5,127500
"1257",1257,20,4,91,14303,2,1.792,1,4,1,1,1,14,3,3,1,3,8,5,1994,1994,4,2,7,7,2,554,3,5,3,3,4,2,3,1314,6,0,672,1986,2,1,2,5,1987,0,0,1987,1,0,2,0,2,1,3,7,7,1,5,2,1994,1,2,691,5,5,3,262,36,0,0,0,0,2.195,1.954,2.919,0,8,2008,9,5,301500
"1258",1258,30,4,56,4060,2,1.101,4,4,1,1,1,8,2,3,1,3,5,8,1922,1950,2,2,14,15,3,0,4,5,3,2,4,4,6,0,6,0,864,864,2,1,2,5,864,0,0,864,0,0,1,0,2,1,4,4,7,0,3.446,5.133,1936.12446666667,2.889,0,0,3.38233333333333,4.0785,3,0,96,0,0,0,0,2.405,2.691,2.618,0,7,2009,9,5,99900
"1259",1259,80,4,59,9587,2,1.808,1,4,1,5,1,9,3,3,1,8,7,5,2005,2005,2,2,13,14,4,182,3,5,3,3,4,2,3,655,6,0,201,856,2,1,2,5,1166,0,0,1166,1,0,2,0,2,1,3,5,7,0,3.1435,2,2005,1,2,400,5,5,3,212,0,0,0,0,0,2.451,1.769,2.783,0,7,2008,9,5,190000
"1260",1260,20,4,65,9750,2,1.226,4,4,1,3,1,13,3,3,1,3,6,8,1969,1969,2,2,7,7,3,0,4,5,2,3,4,4,1,602,4,438,14,1054,2,3,2,5,1054,0,0,1054,1,0,1,1,3,1,4,6,7,0,4.242,2,1969,3,2,460,5,5,3,180,0,0,0,80,0,2.199,2.795,2.932,0,7,2008,9,5,151000
"1261",1261,60,4,75.6846777777778,24682,2,1.791,3,4,1,2,1,9,7,3,1,6,6,5,1999,1999,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,841,841,2,1,2,5,892,783,0,1675,0,0,2,1,3,1,4,7,7,1,5,4,1999,1,2,502,5,5,3,0,103,0,0,0,0,2.341,1.84983333333333,2.948,0,6,2009,9,5,181000
"1262",1262,20,4,80,9600,2,1.191,4,4,1,5,1,13,3,3,1,3,5,6,1956,1956,4,2,9,9,3,0,4,5,2,4,4,4,5,504,6,0,546,1050,2,3,2,5,1050,0,0,1050,0,0,1,0,2,1,4,5,7,0,3.008,2,1956,3,1,338,5,5,3,0,0,0,0,0,0,2.448,2.891,2.712,0,6,2009,9,5,128900
"1263",1263,50,4,75.823,11250,2,1.703,4,4,1,5,1,5,3,3,1,1,4,5,1957,1989,2,2,14,15,3,0,4,5,2,4,4,1,6,0,6,0,1104,1104,2,1,2,1,1104,684,0,1788,1,0,1,0,5,1,4,8,4,2,5,2,1957,3,1,304,5,5,3,120,0,0,0,0,0,2.428,1.71866666666667,2.936,0,11,2009,9,5,161500
"1264",1264,70,4,60,13515,2,2,4,4,1,5,1,4,3,3,1,6,6,6,1919,1950,3,2,14,15,3,0,4,5,3,4,4,4,6,0,6,0,764,764,2,1,2,1,1060,764,0,1824,0,0,1,0,3,1,4,8,7,1,3,6,1940,3,2,520,5,5,1,0,0,126,0,0,0,2.357,1,2.784,0,7,2007,9,5,180500
"1265",1265,120,3,34,4060,2,1.934,4,4,1,5,1,13,3,3,5,3,6,5,1998,1999,2,2,9,9,3,0,3,5,3,3,4,4,3,266,6,0,1139,1405,2,1,2,5,1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,3.246,2,1998,1,2,511,5,5,3,144,68,0,0,0,0,2.264,1.663,2.79,0,8,2008,1,1,181000
"1266",1266,160,2,35,3735,2,1.988,4,4,1,4,1,21,3,3,5,6,7,5,1999,1999,4,2,9,9,2,218,3,5,3,3,4,4,3,450,6,0,241,691,2,1,2,5,713,739,0,1452,1,0,2,1,3,1,3,6,7,0,3.5485,6,1999,3,2,506,5,5,3,0,34,0,0,0,0,2.14,1.81983333333333,2.743,0,3,2006,9,5,183900
"1267",1267,190,5,60,10120,2,1.258,1,1,1,5,1,18,2,3,2,5,7,4,1910,1950,4,2,14,15,3,0,2,5,2,4,4,4,6,0,6,0,925,925,2,5,1,2,964,925,0,1889,0,0,1,1,4,2,4,9,7,1,3,6,1960,3,1,308,5,5,1,0,0,264,0,0,0,2.315,3,2.672,0,1,2007,9,5,122000
"1268",1268,20,4,89,13214,2,1.865,1,2,1,5,1,24,3,3,1,3,9,5,2008,2009,4,2,12,6,3,0,1,5,3,1,4,2,6,0,6,0,2002,2002,2,1,2,5,2018,0,0,2018,0,0,2,0,3,1,1,10,7,1,3,2,2009,1,3,746,5,5,3,144,76,0,0,0,0,2.219,2.002,2.846,0,5,2010,9,5,378500
"1269",1269,50,4,87.8643,14100,2,1.593,1,4,1,5,2,7,3,3,1,1,8,9,1935,1997,2,2,12,13,2,632,4,3,2,4,4,3,5,192,6,0,536,728,2,1,2,5,1968,1479,0,3447,0,0,3,1,4,1,3,11,7,2,3,4,1982,3,3,1014,5,5,3,314,12,0,0,0,0,2.242,2,2.873,0,5,2008,9,5,381000
"1270",1270,50,4,78,11344,2,1.491,4,4,1,5,1,13,2,3,1,1,5,5,1958,1958,2,2,9,9,2,180,4,5,2,4,4,4,2,460,6,0,414,874,3,5,2,1,874,650,0,1524,0,0,1,1,3,1,4,7,7,0,3.642,2,1958,3,1,315,5,5,3,0,0,0,0,0,0,2.369,2,2.892,0,7,2007,9,5,144000
"1271",1271,40,4,84.94975,23595,2,1.794,4,3,1,5,3,5,3,3,1,3,7,6,1979,1979,6,7,10,11,3,0,3,5,3,3,4,2,3,1258,6,0,74,1332,2,5,2,5,1332,192,0,1524,2,0,0,1,0,1,3,4,7,1,5,2,1979,1,2,586,5,5,3,268,0,0,0,0,0,2.362,1.801,2.776,0,4,2010,9,5,260000
"1272",1272,20,4,79.62825,9156,2,1.743,1,4,1,5,1,17,5,3,1,3,6,7,1968,1968,4,2,4,4,3,0,4,5,2,4,4,4,6,0,6,0,1489,1489,2,3,2,5,1489,0,0,1489,0,0,2,0,3,1,3,7,7,1,3,2,1968,2,2,462,5,5,3,0,0,0,0,0,0,2.353,1.885,2.884,0,8,2009,9,5,185750
"1273",1273,20,4,70.4783333333333,13526,2,1.161,1,4,1,2,1,19,3,3,1,3,5,6,1965,1965,4,2,7,11,2,114,4,5,2,4,4,4,2,560,4,375,0,935,2,5,2,5,935,0,0,935,1,0,1,0,3,1,4,5,7,0,3.056,2,1965,3,1,288,5,5,3,180,0,0,0,0,0,2.231,3,2.802,0,11,2006,9,5,137000
"1274",1274,80,4,124,11512,2,1.65,1,4,1,1,1,8,3,3,1,8,6,7,1959,2006,2,2,10,11,2,84,4,5,2,4,4,1,1,719,6,0,300,1019,2,3,2,5,1357,0,0,1357,1,0,1,0,2,1,1,5,7,1,3,3,1959,2,1,312,5,5,3,0,0,0,0,163,0,2.4,1,2.701,0,5,2008,9,5,177000
"1275",1275,50,4,53,5362,2,1.115,4,4,1,1,1,7,3,3,1,1,5,6,1910,2003,2,2,14,16,3,0,4,5,3,4,4,4,6,0,6,0,661,661,2,1,2,5,661,589,0,1250,0,0,2,0,3,1,4,8,7,1,3,6,1985,3,2,552,5,5,3,242,0,81,0,0,0,2.387,2.511,2.831,0,11,2007,9,5,139000
"1276",1276,90,4,95,11345,2,1.129,4,4,1,1,1,13,2,3,3,6,5,5,1948,1950,2,5,1,1,4,567,4,5,2,4,4,4,5,220,6,0,708,928,2,3,2,1,928,992,0,1920,0,0,2,0,4,2,4,10,7,0,3.496,6,1948,3,2,400,5,2,3,0,0,0,0,0,0,2.385,2.433,2.66,0,7,2007,9,5,137000
"1277",1277,60,4,71.8983333333333,12936,2,1.188,1,4,1,2,1,17,3,3,1,6,6,6,1972,1972,2,2,7,11,3,0,4,5,2,4,2,4,2,593,6,0,130,723,2,5,2,5,735,660,0,1395,0,1,1,1,3,1,4,6,7,1,5,2,1972,3,2,497,5,5,3,294,116,0,0,0,0,2.31,2.804,2.915,0,12,2009,9,5,162000
